Melodic death,,,,
Progressive,Power,,,
Crossover thrash,Groove thrash,,,
Power,,,,
Progressive,Instrumental,,,
Death,,,,
Death,,,,
Progressive power,,,,
Power,,,,
Black,,,,
New wave of british heavy,Heavy,,,
Melodic death,Folk,,,
Brutal death,,,,
Pagan folk,,,,
Death,Thrash,,,
Gothic,Symphonic rock,Symphonic,,
Death doom,,,,
Symphonic black,,,,
Progressive black,Avantgarde,,,
Avantgarde,,,,
Progressive,,,,
Power,,,,
Gothic,,,,
Symphonic power,,,,
Heavy,Power,,,
Thrash,,,,
Progressive math,Djent,,,
Avantgarde,Avantgarde rock,,,
Industrial grindcore,Death,,,
Progressive metalcore,,,,
Death,Thrash,,,
Deathcore,,,,
Death,,,,
Atmospheric black,Avantgarde black,Extreme avantgarde,,
Melodic black,Death,,,
Death doom,,,,
Heavy,Speed,,,
Thrash,,,,
Melodic death,,,,
Blackened death,,,,
Progressive,,,,
Symphonic black,,,,
Metalcore,,,,
Progressive rock,,,,
Progressive death,Extreme progressive,Progressive,Progressive rock,
Black,,,,
Death,Grindcore,,,
Death,,,,
Depressive black,Neoclassical,,,
Alternative,Industrial,Melodic death,,
Power,,,,
Death,,,,
Suomi,,,,
Symphonic power,,,,
Avantgarde,Symphonic black,,,
Black,Avantgarde,,,
Heavy,,,,
Gothic doom,,,,
Death doom,,,,
Nu,Metalcore,,,
Extreme power,,,,
Progressive death,Extreme progressive,,,
Progressive death,,,,
Black,Post-metal,,,
Deathcore,,,,
Blackened sludge,,,,
Grindcore,Death,,,
Progressive metalcore,Extreme power,,,
Melodic hard rock,Heavy,,,
Grindcore,,,,
Alternative,Progressive,,,
Power,,,,
Gothenburg,,,,
Black,Death,,,
Technical death,,,,
Brutal death,,,,
Modern gothenburg,,,,
Death,,,,
Progressive death,Technical death,,,
Deathgrind,Goregrind,Death,,
Industrial,,,,
Atmospheric black,Progressive black,Melodic death,,
Gothic,,,,
Celtic folk,,,,
Progressive,,,,
Blackened death,,,,
Doom,Sludge,Hardcore,,
Death doom,Black,Symphonic black,,
Death,Funeral doom,,,
Sludge,Hardcore,Punk,,
Death,Thrash,Heavy,,
Melodic power,,,,
Atmospheric black,Funeral doom,,,
Melodic death,,,,
Death,,,,
Symphonic,Gothic,,,
Black,,,,
Progressive,,,,
Pagan folk,,,,
Thrash,,,,
Death,,,,
Power,,,,
Black,Death,,,
Nu,Alternative,Ragga,,
Melodic death,,,,
Avantgarde,,,,
Death,Gothic industrial,,,
Power,,,,
Hardcore,Metalcore,Punk,,
Us power,Thrash,,,
Alternative,Nu,,,
Extreme power,,,,
Gothenburg,,,,
Death,Symphonic,Blackened death,,
Symphonic progressive,,,,
Death,,,,
Symphonic doom,,,,
Black,,,,
Death doom,,,,
Black,Death doom,Progressive death,,
Heavy,Speed,Thrash,,
Alternative,Progressive,,,
Power,,,,
Alternative,Hardcore,Punk,,
Atmospheric sludge,Post-metal,,,
Ambient,Drone,Doom,,
Black,Progressive black,Avantgarde black,,
Folk,,,,
Black,,,,
Black,,,,
Hard rock,Grunge,,,
Power,Symphonic,,,
Melodic death,,,,
Us power,,,,
Alternative,Metalcore,Melodic metalcore,,
Death doom,,,,
Crossover thrash,Hardcore,Punk,,
Black,,,,
Viking black,,,,
Pagan black,,,,
Power,,,,
Death,,,,
Progressive,,,,
Atmospheric death,Brutal death,,,
Death,,,,
Brutal death,,,,
Avantgarde,,,,
Heavy,Power,,,
Medieval folk,,,,
Progressive,,,,
Symphonic black,Progressive,,,
Death,,,,
Doom,Gothic,,,
Melodic death,Doom,,,
Melodic death,,,,
Power,Folk,,,
Melodic death,,,,
Alternative,Progressive rock,,,
Viking folk,,,,
Heavy,,,,
Death,Doom,,,
Symphonic power,Progressive heavy,,,
Technical death,,,,
Gothic,,,,
Grungerock,Thrash,,,
Gothic,,,,
Ambient,Darkwave,Gothic industrial,,
Post-metal,Post-rock,Psychedelic rock,,
Hard rock,,,,
Thrash,,,,
Black,,,,
Death,,,,
Hard rock,Heavy,Progressive rock,,
Heavy,,,,
Death,,,,
Progressive,Avantgarde,,,
Atmospheric doom,,,,
Symphonic,,,,
Doom,Viking folk,Viking black,,
Black,,,,
Death,Thrash,,,
Death doom,,,,
Progressive,Instrumental,,,
Brutal death,Grindcore,,,
Industrial black,,,,
Pagan black,,,,
Doom,Stoner,,,
Heavy,Doom,,,
Heavy,,,,
Gothic,,,,
Symphonic black,Melodic death,,,
Death,Melodic black,,,
Power,,,,
Power,,,,
Atmospheric black,Neofolk,,,
Melodic death,,,,
New wave of british heavy,Heavy,,,
Brutal death,,,,
Symphonic black,Blackened death,Melodic black,,
Progressive,,,,
Hard rock,Heavy,,,
Melodic death,,,,
Black,,,,
Progressive power,,,,
Progressive,Instrumental,,,
Power,,,,
Thrash,Speed,,,
Doom,Psychedelic rock,,,
Black,,,,
Grindcore,,,,
Symphonic gothic,Atmospheric doom,,,
Folk,Black,,,
Atmospheric black,,,,
Progressive metalcore,Hardcore,Post-hardcore,Post-metal,Progressive sludge
Death,Thrash,,,
Melodic death,Thrash,,,
Atmospheric black,Folk,,,
Thrash,,,,
Brutal death,,,,
Black,,,,
Celtic doom,,,,
Heavy,Us power,,,
Gothic,Death doom,Doom,,
Atmospheric black,Industrial black,,,
Death,,,,
Heavy,Power,,,
Sludge,,,,
Blackened death,Thrash,,,
Melodic heavy,,,,
Progressive thrash,Avantgarde,Alternative,Symphonic death,Industrial
Melodic death,Folk,,,
Symphonic black,Industrial,,,
Atmospheric black,Death,,,
Grindcore,Noisecore,,,
Symphonic power,,,,
Progressive,,,,
Death,Goregrind,,,
Progressive,Djent,Instrumental,,
Thrash,,,,
Pagan black,,,,
Thrash,,,,
Progressive,,,,
Black,,,,
Folk,Melodic death,,,
Doom,,,,
Melodic death,,,,
Progressive death,Blackened death,,,
Progressive math,Djent,,,
Death,,,,
Death,,,,
Heavy,Symphonic power,,,
Progressive math,,,,
Death,Thrash,,,
Brutal death,,,,
Melodic metalcore,,,,
Black,Sludge,,,
Power,,,,
Funeral doom,,,,
Technical death,,,,
Symphonic,,,,
Power,,,,
Alternative,Hard rock,,,
Sludge,Industrial,Atmospheric sludge,Doom,
Avantgarde,Fusion,,,
Atmospheric gothic,,,,
Folk,,,,
Melodic death,Technical death,,,
Progressive,Thrash,Instrumental,,
Death doom,,,,
Thrash,,,,
Post-metal,,,,
Progressive doom,,,,
Depressive black,,,,
Technical death,,,,
Doom,,,,
Avantgarde,Progressive death,,,
Crossover thrash,Hardcore,,,
Atmospheric black,Dark ambient,,,
Heavy,,,,
Progressive,,,,
Progressive,Psychedelic rock,,,
Metalcore,,,,
Brutal death,Technical death,,,
Progressive,Ambient,,,
Melodic black,,,,
Heavy,,,,
Doom,Gothic doom,,,
Thrash,,,,
Death,,,,
Blackened death,,,,
Depressive black,Post-metal,,,
Atmospheric black,Drone doom,Neofolk,Noise,
Brutal death,,,,
Symphonic power,,,,
Progressive death,,,,
Progressive,Avantgarde,,,
Blackened folk,,,,
Progressive power,,,,
Death,Thrash,,,
New wave of british heavy,Heavy,,,
Power,,,,
Stoner,,,,
Avantgarde,,,,
Black,,,,
Black,,,,
Gothic,,,,
Symphonic,,,,
Pagan folk,,,,
Post-metal,,,,
Death doom,,,,
Melodic death,Folk,,,
Folk,Symphonic,,,
Funeral doom,,,,
Power,,,,
Folk,,,,
Hardcore,Alternative,Grunge,,
Black,,,,
Black,Electro avantgarde,,,
Black,,,,
Death,Doom,,,
Extreme progressive,,,,
Power,,,,
Death,Thrash,,,
Industrial,Nu,,,
Progressive,Power,,,
Doom,,,,
Hardcore,Crossover thrash,Punk,,
Funeral doom,,,,
Stoner,Sludge,,,
Progressive power,,,,
Gothic,Doom,,,
Symphonic,,,,
Viking folk,,,,
Melodic black,,,,
Experimental black,,,,
Death,,,,
Glam,,,,
Symphonic black,Thrash,,,
Power,,,,
Gothenburg,,,,
Psychedelic rock,Stoner,,,
Melodic black,Gothic,,,
Death,Thrash,,,
Doom,,,,
Heavy,,,,
Industrial,Alternative,,,
Neoclassical heavy,Instrumental hard rock,,,
Heavy,Power,,,
Power,,,,
Progressive,,,,
Melodic death,Doom,,,
Atmospheric black,Doom,,,
Heavy,,,,
Folk,Power,,,
Technical progressive,,,,
Progressive rock,,,,
Doom,Stoner,,,
Technical death,Power,Death,Thrash,
Melodic death,Extreme power,,,
Blackened sludge,Doom,,,
Hard rock,Heavy,,,
Death,,,,
Black,Death,,,
Black,Folk,Progressive,,
Black,,,,
Gothenburg,,,,
Dark,Ambient,Atmospheric black,,
Viking black,,,,
Hard rock,Power,,,
Progressive death,,,,
Symphonic black,Avantgarde black,,,
Symphonic,,,,
Death doom,Funeral doom,,,
Ambient black,,,,
Industrial thrash,,,,
Suomi,Glam,,,
Death,Blackened death,,,
Technical death,,,,
Black,,,,
Pagan folk,,,,
Melodic death,,,,
Black,Death,,,
Death,,,,
Deathcore,Grindcore,Technical deathcore,,
Psychedelic black,,,,
Black,Ambient,Noise,,
Death,Melodic death,Folk,Power,
Black,,,,
Avantgarde black,,,,
Black,Doom,Post-rock,Progressive rock,
Death,Thrash,,,
Power,,,,
Crust punk,,Death,Grindcore,
Black,Doom,,,
Melodic death,,,,
Depressive black,,,,
Thrash,,,,
Power,,,,
Melodic black,,,,
Black,,,,
Pagan black,,,,
Death doom,,,,
Melodic death,Metalcore,,,
Heavy,,,,
Suomi,,,,
Thrash,,,,
Death doom,,,,
Death,,,,
Progressive rock,,,,
Viking folk,Extreme power,,,
Folk,Power,,,
Brutal death,,,,
Epic doom,,,,
Atmospheric doom,Atmospheric gothic,,,
Industrial black,,,,
Black,,,,
Melodic death,,,,
Blackened death,,,,
Heavy,Thrash,Folk,,
Industrial,Nu,,,
Black,Gothic rock,Doom,Gothic,
Brutal death,Technical death,,,
Heavy,,,,
Melodic black,,,,
Melodic death,Metalcore,,,
Symphonic,Power,Progressive,,
Progressive rock,Progressive,,,
Atmospheric black,,,,
Symphonic black,Progressive death,Post-metal,,
Blackened thrash,,,,
Pagan black,,,,
Heavy,Folk,,,
Heavy,Us power,,,
Doom,,,,
Alternative,Industrial,,,
Symphonic,,,,
Melodic death,Extreme power,,,
Melodic death,Technical death,,,
Viking black,,,,
Death,,,,
Technical death,,,,
Speed,Thrash,,,
Blackened death,,,,
Black,,,,
Funeral doom,,,,
Pagan black,Folk,,,
Progressive,Thrash,,,
Sludge,Hardcore,Punk,,
Death,,,,
Symphonic,,,,
Black,,,,
Folk,,,,
Thrash,Melodic black,Melodic death,,
Melodic death,Progressive,,,
Heavy,,,,
Sludge,Doom,,,
Black,,,,
Thrash,,,,
Black,,,,
Death,,,,
Black,Oriental folk,,,
Gothic industrial,,,,
Progressive doom,,,,
Technical death,,,,
Technical death,,,,
Medieval folk,Medieval,Folk rock,,
Atmospheric black,,,,
Gothic,,,,
Folk,,,,
Industrial death,,,,
Industrial black,Dark,Ambient,,
Black,,,,
Symphonic black,,,,
Funeral doom,,,,
Glam,Hard rock,,,
Melodic deathcore,Technical death,,,
Avantgarde black,,,,
Melodic death,Heavy,Power,,
Heavy,Doom,,,
Heavy,,,,
Gothenburg,,,,
Melodic death,Progressive,,,
Black,Death,,,
Viking folk,Power,,,
Thrash,Melodic death,,,
Symphonic black,,,,
Atmospheric black,Pagan black,,,
Industrial,,,,
Melodic death,,,,
Extreme power,,,,
Pagan black,,,,
Melodic death,Heavy,Doom,,
Brutal death,,,,
Power,,,,
Black,Avantgarde,,,
Extreme sludge,Doom,,,
Symphonic,,,,
Extreme avantgarde,Extreme progressive,,,
Power,,,,
Melodic death,,,,
Stoner,,,,
Heavy,,,,
Black,,,,
Symphonic progressive,,,,
Avantgarde black,,,,
Black,Death,,,
Melodic death,Symphonic,,,
Technical death,Progressive,,,
Alternative,Hard rock,,,
Sludge,Doom,,,
Neoclassical power,Progressive,,,
Funeral doom,,,,
Black,,,,
Melodic death,Progressive death,,,
Thrash,,,,
Funeral doom,Atmospheric black,,,
Pagan black,,,,
Thrash,,,,
Heavy,,,,
Atmospheric black,Shoegaze,Post-rock,,
Power,,,,
Thrash,Death,,,
Progressive,Progressive rock,,,
Death,,,,
Extreme power,,,,
Black,,,,
Progressive power,,,,
Blues rock,Hard rock,,,
Heavy,,,,
Melodic death,,,,
Black,,,,
Thrash,,,,
Symphonic power,,,,
Symphonic black,Industrial,,,
Power,Heavy,,,
Death,Black,,,
Brutal death,Pagan black,Pagan folk,,
Extreme progressive,,,,
Extreme avantgarde,,,,
Thrash,,,,
Black,Doom,Death,,
Black,Melodic death,,,
Hard rock,Heavy,,,
Pagan black,,,,
Progressive,,,,
Melodic black,,,,
Doom,Gothic,,,
Folk,,,,
Funeral doom,,,,
Pagan black,,,,
Gothenburg,,,,
Blackened death,,,,
Industrial gothic,Gothic rock,,,
Heavy,,,,
Symphonic gothic,,,,
New wave of british heavy,Heavy,,,
Progressive,Instrumental,,,
Heavy,Power,,,
Power,,,,
Gothic,,,,
Death,,,,
Funeral doom,Melodic death,,,
Melodic death,Gothic,Heavy,,
Gothic,,,,
Black,Crust punk,,,
Depressive black,Electronica,Shoegaze,,
Viking folk,Punk rock,,,
Viking folk,,,,
Death,Melodic death,Thrash,,
Bay area thrash,,,,
Symphonic deathcore,,,,
Hard rock,,,,
Symphonic gothic,,,,
Heavy,,,,
Pagan folk,,,,
Atmospheric black,,,,
Melodic thrash,,,,
Gothic,,,,
Gothic,Gothic rock,,,
Melodic death,,,,
Glam,Gothic,,,
Speed,Thrash,,,
Funeral doom,Symphonic doom,,,
Death doom,,,,
Atmospheric black,Folk,,,
Instrumental Post-metal,,,,
Heavy,,,,
Brutal death,,,,
Death doom,,,,
Progressive,Fusion,,,
Hard rock,Heavy,,,
Post-metal,,,,
Heavy,,,,
Sludge,,,,
Hard rock,Blues rock,,,
Death,Thrash,,,
Death,Gothic,,,
New wave of british heavy,Hard rock,Heavy,,
Thrash,,,,
Death,,,,
Suomi,,,,
Doom,Black,,,
Doom,Heavy,,,
Power,,,,
Death,,,,
Progressive power,,,,
Thrash,,,,
Progressive,Progressive rock,,,
Ambient,Drone,,Post-rock,
Melodic black,Melodic death,,,
Thrash,Alternative,,,
Blackened sludge,Doom,,,
Death,Metalcore,Thrash,,
Melodic death,,,,
Death,Thrash,,,
Progressive,,,,
Goregrind,,,,
Stoner,,,,
Brutal death,Technical death,,,
Progressive,,,,
New wave of british heavy,Heavy,,,
Heavy,Progressive,,,
Death,,,,
Depressive black,,,,
Progressive,,,,
Technical thrash,,,,
Black,,,,
Black,Thrash,,,
Funeral doom,,,,
Doom,Stoner,,,
Doom,,,,
Thrash,,,,
Folk,Doom,Heavy,,
Thrash,,,,
Thrash,,,,
Atmospheric sludge,Post-metal,,,
Us power,,,,
Viking black,Folk,Neofolk,,
Death 'n' roll,,,,
Shoegaze,Black,,,
Blackened sludge,,,,
Heavy,Hard rock,,,
Heavy,,,,
Thrash,,,,
Death,Groove thrash,Heavy,Thrash,
Symphonic progressive,,,,
Math,,,,
Metalcore,,,,
Black,,,,
Black,,,,
Pagan folk,Viking black,,,
Heavy,Industrial thrash,Thrash,,
Black,Post-metal,Sludge,,
Death,Death doom,,,
Doom,Sludge,Stoner,,
Heavy,,,,
Death,Thrash,,,
Heavy,,,,
Experimental gothic,Progressive death,Doom,,
Grindcore,Brutal death,Death,Punk,
Hardcore,Noise rock,,,
Blackened gothic,,,,
Black,,,,
Death,,,,
Power,,,,
Extreme progressive,,,,
Black,,,,
Stoner,Heavy,,,
Blackened death,,,,
Doom,Heavy,,,
Thrash,Progressive black,,,
Metalcore,Deathcore,,,
Black,Sludge,Hardcore,,
Atmospheric black,,,,
Black,,,,
Funeral doom,,,,
Black,,,,
Death doom,Extreme progressive,Technical death,,
Alternative rock,Progressive,,,
Gothenburg,Metalcore,,,
Progressive,,,,
Metalcore,,,,
Death doom,,,,
Cyber grindcore,,,,
Pagan black,Folk,,,
Depressive black,,,,
Bay area thrash,,,,
Gothic doom,,,,
Us power,Thrash,,,
Death,Thrash,,,
Progressive black,Atmospheric black,,,
Black,,,,
Grindcore,,,,
Hard rock,,,,
Melodic death,,,,
Death,,,,
Melodic death,Gothic,,,
Blackened deathcore,Symphonic deathcore,Progressive deathcore,,
Progressive thrash,,,,
Death,Thrash,,,
Us power,,,,
Melodic death,,,,
Power,,,,
Progressive,Power,,,
Black,,,,
Progressive death,Atmospheric sludge,Post-metal,,
Power,,,,
Melodic death,Thrash,,,
Metalcore,Trancecore,,,
Doom,Folk,Stoner,,
Hard rock,Heavy,Thrash,Speed,
Funeral doom,Ambient,,,
Hard rock,Neoclassical,Instrumental,,
Brutal death,Technical death,,,
Black,,,,
Funeral doom,Drone,,,
Heavy,Thrash,,,
Atmospheric black,Celtic black,,,
Melodic death,Black,,,
Black,Krautrock,,,
Power,,,,
Melodic death,Doom,,,
Gothic doom,Neoclassical darkwave,,,
Atmospheric doom,,,,
Gothic,,,,
Melodic death,Doom,,,
Death,,,,
Death,,,,
Progressive death,Thrash,,,
Electronic symphonic,,,,
Heavy,Power,,,
Gothic black,,,,
Progressive,Power,,,
Melodic death,Industrial,,,
Technical death,,,,
Melodic death,Doom,,,
Grindcore,Noise,,,
Black,Death,,,
Death,,,,
Technical death,,,,
Grindcore,,,,
Deathcore,Math,Metalcore,,
Melodic black,,,,
Black,,,,
Black,,,,
Pagan black,,,,
Pagan folk,,,,
Power,Thrash,,,
Symphonic,,,,
Metalcore,Technical grindcore,,,
Progressive gothic,Progressive doom,,,
Black,Black 'n' roll,,,
Power,,,,
Black,,,,
Power,,,,
Symphonic power,,,,
Death,Thrash,,,
Death doom,,,,
Melodic death,,,,
Math,Djent,,,
Black,Folk,,,
Symphonic black,Death,,,
Progressive death,Avantgarde,,,
Death,,,,
Deathcore,Brutal death,,,
Us power,,,,
Doom,,,,
Technical death,,,,
Death,,,,
Melodic death,Gothenburg,,,
Grindcore,,,,
Death,Speed,,,
Progressive,Melodic death,,,
Crust punk,,,,
Metalcore,Trancecore,,,
Technical death,Grindcore,Sludge,,
Power,,,,
Melodic death,,,,
Progressive,,,,
Death,,,,
Metalcore,,,,
Gothenburg,,,,
Brutal death,,,,
Avantgarde metalcore,Avantgarde math,,,
Melodic death,Symphonic death,,,
Stoner,,,,
Black,,,,
Doom,,,,
Death,,,,
Brutal death,,,,
Black,Brutal death,,,
Black,Death,,,
Melodic black,,,,
Symphonic,Heavy,Industrial,,
Gothic,,,,
Post-metal,Sludge,,,
Heavy,,,,
Progressive,Death,,,
Funeral doom,,,,
Depressive black,,,,
Industrial,,,,
Progressive power,,,,
Death,Thrash,,,
Heavy,,,,
Power,,,,
Progressive rock,,,,
Doom,,,,
Atmospheric black,,,,
Black,Depressive black,,,
Gothic black,,,,
Progressive,,,,
Black,Sludge,,,
Symphonic,Power,,,
Psychedelic black,,,,
Power,Heavy,,,
Black,,,,
Symphonic gothic,,,,
Heavy,,,,
Black,,,,
Thrash,Death,,,
Heavy,Hard rock,,,
Black,,,,
Technical thrash,Progressive thrash,Math,,
Symphonic power,,,,
Blackened heavy,Heavy,,,
Black,,,,
Alternative,Industrial,,,
Heavy,,,,
Progressive thrash,,,,
Folk,,,,
Industrial rock,Alternative rock,,,
Black,,,,
Power,,,,
Power,,,,
Celtic black,Celtic folk,,,
Black,,,,
Heavy,,,,
Melodic death,Metalcore,,,
Power,Thrash,,,
Pagan black,,,,
Melodic black,,,,
Death,,,,
Metalcore,,,,
Avantgarde,,,,
Black,Death,,,
Power,,,,
Black,,,,
Power,,,,
Power,Speed,,,
Power,,,,
Ambient black,,,,
Progressive,,,,
Atmospheric black,,Post-rock,Shoegaze,
Progressive,,,,
Symphonic black,,,,
Gothenburg,Melodic metalcore,,,
Symphonic,,,,
Ambient black,,,,
Black,Death,Thrash,,
,Post-rock,Atmospheric sludge,,
Doom,Gothic,,,
Atmospheric doom,,,,
Atmospheric black,Neofolk,,,
Progressive,Symphonic power,,,
Melodic power,,,,
Folk,Thrash,,,
Symphonic,,,,
Progressive deathcore,Symphonic death,,,
Atmospheric black,,,,
Celtic folk,,,,
Progressive,,,,
Crossover thrash,,,,
Power,,,,
Melodic death,,,,
Black,,,,
Thrash,,,,
Hard rock,Heavy,,,
Power,Progressive,,,
Heavy,,,,
Black,Funeral doom,,,
Death,,,,
Progressive,,,,
Progressive black,,,,
Glam rock,,,,
New wave of british heavy,Heavy,Progressive,,
Industrial death,Melodic death,,,
Thrash,,,,
Doom,,,,
Heavy,Power,,,
Progressive,,,,
Death,Thrash,,,
Death doom,,,,
Psychedelic rock,Stoner rock,,,
Black,Folk,,,
Extreme progressive,Progressive death,Alternative,,
Doom,Stoner,Progressive rock,,
Melodic death,Doom,,,
Hard rock,Stoner rock,,,
Groove thrash,Alternative,,,
Thrash,Industrial,,,
Suomi,,,,
Death,,,,
Melodic black,Blackened death,Industrial,Electronic,
Black,Doom,,,
Technical death,Progressive,,,
Melodic black,,,,
Stoner,Sludge,,,
Melodic death,,,,
Grindcore,Hard rock,Heavy,Gothenburg,
Melodic death,,,,
Progressive,,,,
Brutal death,,,,
Atmospheric black,,,,
Alternative,,,,
Thrash,,,,
Symphonic power,,,,
Heavy,,,,
Black,Post-metal,,,
Heavy,,,,
Melodic death,,,,
Melodic power,,,,
Melodic metalcore,,,,
Death,,,,
Alternative rock,Hardcore,,,
Thrash,,,,
Death,Doom,,,
Death,,,,
Black,,,,
Melodic death,,,,
Aggrotech,Melodic black,Industrial,,
Black,Doom,,,
Death,,,,
Death,Sludge,,,
Brutal death,Grindcore,,,
Progressive,,,,
Death doom,,,,
Power,Thrash,,,
Symphonic power,Black,,,
Progressive,Progressive rock,,,
Melodic death,Symphonic,,,
Symphonic black,Folk,,,
Death,Thrash,,,
Melodic death,,,,
Grindcore,,,,
Goregrind,,,,
Melodic death,,,,
Doom,Sludge,,,
Power,,,,
Grindcore,Death,,,
Death,Blackened thrash,,,
Brutal death,Technical death,,,
Death doom,,,,
Folk,Post-metal,,,
Power,,,,
Heavy,,,,
Symphonic power,Symphonic progressive,,,
Grindcore,,,,
Power,Thrash,,,
Extreme progressive,Melodic death,,,
Progressive,,,,
Metalcore,,,,
Heavy,,,,
Heavy,Thrash,,,
Technical death,,,,
Progressive,,,,
Grindcore,,,,
Industrial black,,,,
Thrash,,,,
Nu,Alternative,,,
Blackened sludge,Noise,,,
Heavy,Hard rock,,,
Black,,,,
Melodic doom,Melodic death,,,
Us power,Blackened death,Blackened heavy,,
Death,,,,
Melodic death,,,,
Crossover thrash,,,,
Doom,,,,
Industrial death,,,,
Power,,,,
Gothic,Gothenburg,,,
Black,,,,
Pagan folk,Melodic black,,,
Power,Folk,,,
Doom,,,,
Progressive,,,,
Post-metal,,,,
Progressive,,,,
Power,Progressive,,,
Death,,,,
Thrash,,,,
Symphonic black,,,,
Black,,,,
Gothic,,,,
Progressive gothic,,,,
Progressive,Djent,Instrumental,,
Drone doom,Psychedelic doom,,,
Sludge,Stoner,,,
Atmospheric sludge,,,,
Technical death,,,,
Death doom,,,,
Power,,,,
Progressive rock,Progressive,,,
Heavy,Industrial,Doom,,
Metalcore,,,,
Death,Brutal death,,,
Black,Thrash,,,
Progressive,Power,,,
Thrash,,,,
Black,Doom,Sludge,,
Atmospheric black,Ambient black,,,
Progressive,,,,
Progressive,Doom,,,
Symphonic,Folk,,,
Gothenburg,Progressive,,,
Death doom,Gothic,,,
Neoclassical power,,,,
Black,,,,
Thrash,Speed,,,
Melodic black,,,,
Power,,,,
Atmospheric black,,,,
Melodic thrash,,,,
Heavy,,,,
Hardcore,Punk,,,
Symphonic power,,,,
Black,Industrial,Progressive,,
Black,,,,
Heavy,Thrash,,,
Progressive,Power,,,
Heavy,Us power,,,
Power,,,,
Thrash,Death,,,
Progressive,Instrumental,,,
Heavy,Power,,,
Melodic black,,,,
Power,,,,
Black,Death,Melodic black,Folk,
Symphonic black,Death,Black,,
Doom,Symphonic,,,
Industrial doom,,,,
Progressive death,,,,
Technical death,Progressive,,,
Death,,,,
Alternative,Gothic,,,
Death,,,,
Symphonic black,,,,
Melodic power,,,,
Depressive black,Funeral doom,,,
Hard rock,,,,
Black,Melodic death,,,
Black,,,,
Death,,,,
Extreme industrial,,,,
Progressive death,Death,,,
Black,Funeral doom,,,
Progressive,,,,
Atmospheric black,Doom,,,
Heavy,,,,
Progressive black,,,,
Blackened death,,,,
Gothic,Avantgarde,Industrial thrash,,
Metalcore,,,,
Death,Thrash,,,
Progressive,,,,
Black,Post-metal,,,
Progressive,,,,
Black,Thrash,,,
Sludge,,,,
Heavy,,,,
Melodic black,Death,Thrash,,
Black,,,,
Metalcore,Nu,,,
Progressive black,Post-metal,Hardcore,,
Black,,,,
New wave of british heavy,Heavy,,,
Black,Funeral doom,,,
Thrash,,,,
Avantgarde black,,,,
Avantgarde,Black,,,
Gothic,Symphonic,,,
Black,,,,
Symphonic black,,,,
Thrash,Symphonic,,,
Alternative,,,,
Heavy,,,,
Power,,,,
Brutal death,Goregrind,,,
Black,Death,,,
Brutal death,Technical death,,,
Thrash,Death,,,
Power,,,,
Symphonic gothic,Alternative,,,
Black,Thrash,,,
Thrash,Grindcore,,,
Atmospheric black,Folk,,,
Gothic,Gothic rock,,,
Sludge,,,,
Grindcore,,,,
Death,Grindcore,,,
Black,,,,
Thrash,Us power,,,
Death,,,,
Progressive,,,,
Melodic black,Doom,,,
Pagan black,,,,
Extreme symphonic,Symphonic black,,,
Melodic death,,,,
Industrial,,,,
Power,,,,
Black,Post-metal,,,
Power,Heavy,,,
Progressive,Neoclassical,,,
Death,Thrash,,,
Sludge,Industrial,Avantgarde,,
Thrash,,,,
Black,Death,,,
Death,Thrash,,,
Progressive,,,,
Depressive black,,,,
Psychedelic stoner,Grunge,,,
Power,,,,
Melodic black,,,,
Progressive power,,,,
Symphonic power,,,,
Heavy,Power,Progressive,,
Melodic death,,,,
Hard rock,Glam,,,
Progressive,Oriental folk,,,
Progressive,Alternative,,,
Symphonic black,,,,
Death,Thrash,,,
Blackened death,,,,
Heavy,Thrash,,,
Brutal death,,,,
Hard rock,Heavy,,,
Gothic doom,,,,
Goregrind,Deathgrind,,,
Melodic death,Symphonic,Gothic,,
Drone doom,Dark,Ambient,,
Us power,Progressive,,,
Black,,,,
Gothic,,,,
Blackened death,,,,
Progressive,,,,
Stoner,,,,
Doom,,,,
Power,,,,
Progressive,,,,
Melodic death,,,,
Power,,,,
Death,Gothic,,,
Symphonic,Gothic,,,
Death doom,,,,
Funeral doom,,,,
Death,,,,
Death,Doom,,,
Technical death,Progressive death,Blackened death,Death doom,Death
Black,,,,
Progressive death,,,,
Progressive,,,,
Folk,Heavy,Hard rock,,
Death,,,,
Black,Atmospheric black,Depressive black,,
Doom,,,,
Doom,Stoner,,,
Gothic,,,,
Black,,,,
Death doom,Gothic,,,
Neofolk,Black,,,
Death,,,,
Black,Industrial,Death,,
Black,,,,
Progressive,,,,
Viking folk,,,,
Progressive rock,Progressive,,,
Melodic death,,,,
Black,,,,
Heavy,,,,
Black,,,,
Progressive,Jazz,,,
Technical death,,,,
Death,Doom,,,
Progressive black,Death doom,,,
Progressive death,Technical thrash,,,
Avantgarde,,,,
Doom,Stoner,,,
Black,,,,
Melodic death,Thrash,,,
Gothic doom,Gothic,Gothic rock,,
Gothic,Atmospheric rock,,,
Sludge,Doom,,,
Symphonic,,,,
Heavy,Power,Hard rock,,
Thrash,,,,
Brutal deathcore,Death,,,
Progressive death,,,,
Psychedelic doom,Stoner rock,,,
Psychedelic doom,,,,
Death,,,,
Progressive,,,,
Grindcore,Hardcore,,,
Doom,Gothic,,,
Death,Black,,,
Progressive,Neoclassical power,,,
Experimental grindcore,,,,
Extreme progressive,,,,
Sludge,Stoner,,,
Jazz,Avantgarde math,Grindcore,Fusion,
