Heavy,,,,
Gothic doom,,,,
Melodic death,Melodic black,,,
Hard rock,Heavy,,,
Melodic death,Black,,,
Death doom,,,,
Doom,Sludge,,,
Death,,,,
Alternative,Crossover folk,Progressive,,
Progressive,,,,
Black,,,,
Power,,,,
Atmospheric black,,,,
Progressive death,,,,
Black,Death,,,
Thrash,,,,
Extreme progressive,,,,
Black,Avantgarde,,,
Metalcore,,,,
Black,,,,
Gothenburg,Power,,,
Symphonic black,,,,
Brutal death,,,,
Thrash,,,,
Melodic death,,,,
Death,,,,
Technical thrash,,,,
Progressive,New age,,,
Death,,,,
Avantgarde black,,,,
Symphonic power,Gothic,Industrial,,
Black,,,,
Symphonic,,,,
Black,Gothic,,,
Atmospheric black,Death doom,,,
Funeral doom,,,,
Sludge,,,,
Progressive,Djent,,,
Deathgrind,,,,
Us power,,,,
Heavy,,,,
Progressive,,,,
Black,Hardcore,,,
Heavy,Stoner,,,
Extreme progressive,,,,
Death,,,,
Alternative,Alternative rock,,,
Post-metal,Black,,,
Black,Industrial,,,
Progressive rock,,,,
Atmospheric black,Folk,,,
Brutal death,Technical death,,,
Heavy,Hard rock,,,
Black,,,,
Stoner,Psychedelic rock,,,
Death,,,,
Progressive,,,,
Symphonic power,,,,
Crossover thrash,,,,
Power,,,,
Groove thrash,,,,
Gothenburg,,,,
Progressive death,,,,
Black,,,,
Alternative,Nu,,,
Death doom,,,,
Death,Gothic,,,
Death,Thrash,,,
Melodic death,,,,
Black,,,,
Heavy,,,,
Progressive,,,,
Pagan black,,,,
Heavy,,,,
Death,,,,
Viking folk,Melodic death,,,
Death,,,,
Thrash,,,,
Heavy,Crust punk,,,
Brutal death,,,,
Symphonic,Heavy,,,
Thrash,Heavy,,,
Melodic death,,,,
Avantgarde,,,,
Experimental black,,,,
Thrash,,,,
Death doom,Progressive,,,
Atmospheric black,,,,
Blackened doom,,,,
Hard rock,Glam,,,
Heavy,Stoner,,,
Funeral doom,Death doom,,,
Drone doom,Sludge,,,
Math,Metalcore,,,
Metalcore,,,,
Black,Post-metal,,,
Doom,Heavy,,,
Grindcore,,,,
Black,Avantgarde,Melodic black,,
Death,Industrial,Technical death,,
Power,,,,
Doom,Death,Thrash,,
Black,,,,
Power,Speed,,,
Doom,,,,
Atmospheric black,,,,
Black,Post-metal,,,
Progressive,,,,
Black,,,,
Black,,,,
Folk,,,,
Black,Folk,,,
Death,Thrash,,,
Black,Symphonic black,Gothic,,
Hardcore,Melodic death,Black,Folk,Brutal death
Power,Symphonic,,,
Death,Thrash,,,
Technical death,,,,
Sludge,,,,
Black,,,,
Brutal death,,,,
Folk,Industrial,Gothic,,
Heavy,,,,
Symphonic black,,,,
Pagan black,,,,
Power,,,,
Progressive death,,,,
Electronic industrial,,,,
Black,,,,
Viking black,,,,
Power,,,,
Death,Thrash,,,
Black,Post-metal,Hardcore,,
Progressive death,,,,
Black,,,,
Heavy,,,,
Sludge,,,,
Avantgarde black,Doom,,,
Heavy,,,,
Groove thrash,Comedy,,,
Thrash,,,,
Power,Speed,,,
Death,,,,
Brutal death,,,,
Hard rock,,,,
Heavy,,,,
Pagan black,,,,
Black,Gothic,,,
Extreme progressive,,,,
Doom,,,,
Heavy,,,,
Melodic death,,,,
Progressive death,,,,
Power,Heavy,,,
Black,,,,
Melodic death,,,,
Progressive,,,,
Pagan black,,,,
Progressive death,,,,
Death,,,,
Doom,Sludge,,,
Heavy,,,,
Progressive,,,,
Atmospheric black,Depressive black,,,
Symphonic gothic,,,,
Black,,,,
Sludge,Post-metal,,,
Black,,,,
Progressive deathcore,Technical death,,,
Funeral doom,Death doom,,,
Metalcore,,,,
Black,,,,
Progressive death,Technical death,,,
Heavy,,,,
Melodic death,,,,
Technical death,,,,
Symphonic black,Gothic,,,
Progressive,Progressive death,Metalcore,,
Death,,,,
Black,,,,
Power,Progressive,,,
Progressive rock,Psychedelic rock,,,
Hard rock,Alternative rock,,,
Deathcore,,,,
Black,Death,,,
Death,Thrash,,,
Black,,,,
Hard rock,Heavy,,,
Melodic death,,,,
Progressive,,,,
Progressive,,,,
Power,,,,
Heavy,Progressive,Hard rock,,
Blackened doom,Sludge,Crust punk,,
Technical death,Brutal death,,,
Folk,Melodic death,,,
Melodic death,,,,
Progressive,Progressive rock,,,
Gothenburg,,,,
Progressive black,,,,
Black,Funeral doom,,,
Power,Heavy,,,
Black,,,,
Black,Doom,,,
Atmospheric black,,,,
Death,,,,
Melodic death,,,,
Black,Crust punk,,,
Funeral doom,,,,
Power,,,,
Melodic death,,,,
Extreme power,,,,
Power,Thrash,,,
Us power,Speed,Thrash,,
Pagan black,,,,
Black,,,,
Hard rock,,,,
Melodic black,,,,
Technical death,,,,
Power,Speed,Thrash,Heavy,
Heavy,,,,
Atmospheric sludge,,,,
Black,,,,
Experimental black,,,,
Death doom,Gothic doom,,,
Thrash,Progressive,,,
Gothic,,,,
Heavy,,,,
Progressive,,,,
Power,,,,
Death,,,,
Death doom,Gothic,,,
Black,,,,
Blackened death,Death,,,
Thrash,,,,
Progressive,Avantgarde,,,
Sludge,,,,
Melodic death,,,,
Grindcore,,,,
Industrial,Alternative,,,
Power,,,,
Death,,,,
Progressive,Math,,,
Folk,,,,
Doom,Sludge,,,
Heavy,Power,,,
Death rock,Hard rock,Horror,Punk,
Speed,Thrash,,,
Symphonic black,Symphonic death,,,
Melodic death,,,,
Gothenburg,,,,
Progressive,Djent,,,
Power,,,,
Sludge,Grindcore,,,
Us power,,,,
Post-metal,Sludge,,,
Metalcore,Hardcore,,,
Atmospheric black,Shoegaze,,,
Gothic,,,,
Extreme progressive,Instrumental,,,
Neoclassical heavy,Speed,Thrash,,
Hard rock,,,,
Power,,,,
Heavy,,,,
Gothic,,,,
Thrash,,,,
Thrash,Groove thrash,,,
Brutal death,Black,,,
Doom,Stoner,,,
Blackened sludge,,,,
Death,,,,
Black,,,,
Atmospheric black,Folk,,,
Alternative,Avantgarde,,,
Doom,Gothic,,,
Technical death,Grindcore,,,
Speed,,,,
Funeral doom,,,,
Melodic death,Melodic black,Progressive death,Thrash,
Technical thrash,,,,
Symphonic black,Melodic death,,,
Sludge,,,,
Melodic progressive,,,,
Doom,Stoner,,,
Black,Pagan black,,,
Black,Post-metal,,,
Brutal death,,,,
Depressive black,,,,
Death,Sludge,,,
Doom,Thrash,Heavy,Progressive,
Doom,Stoner rock,,,
Thrash,,,,
Gothic doom,,,,
Thrash,Progressive,,,
Black,Gothic doom,,,
Folk,Black,,,
Doom,,,,
Industrial,J-rock,,,
Power,,,,
Death,,,,
Death,,,,
Heavy,Power,,,
Psychedelic black,,,,
Heavy,,,,
Brutal death,,,,
Death,Thrash,,,
Death,,,,
Doom,Gothic,,,
Black,Death,,,
Brutal death,,,,
Power,Progressive,,,
Death,Grindcore,Avantgarde,Progressive,
Brutal death,,,,
Death,Thrash,,,
Power,Thrash,,,
Death,Thrash,,,
Pagan folk,,,,
Progressive,,,,
Technical progressive,,,,
Avantgarde,Black,,,
Brutal death,Grindcore,,,
Death,Brutal death,Technical death,,
Technical death,Melodic death,,,
Gothenburg,Death,,,
Hard rock,Glam,,,
Melodic black,,,,
Grindcore,,,,
Symphonic progressive,,,,
Heavy,Industrial heavy,,,
Power,,,,
J-rock,Alternative,Power,,
Death,Black,Industrial black,Electronic,Metal
Doom,,,,
Thrash,,,,
Heavy,,,,
Viking folk,,,,
Progressive heavy,,,,
Technical death,Symphonic death,,,
Progressive,Power,,,
Thrash,Melodic heavy,Hard rock,,
Progressive,,,,
Death,,,,
Post-metal,Sludge,,,
Black,Doom,,,
Sludge,,,,
Psychedelic rock,,,,
Black,,,,
Progressive black,,,,
Hard rock,Glam,,,
Death,,,,
Industrial,Alternative,,,
Stoner,Doom,,,
Thrash,,,,
Heavy,Power,,,
Doom,,,,
Progressive death,,,,
Funeral doom,,,,
Folk,,,,
Death,Thrash,,,
Blackened folk,Melodic death,,,
Progressive metalcore,,,,
Death,Thrash,,,
Atmospheric black,Avantgarde,,,
Doom,Sludge,,,
Progressive thrash,Progressive death,,,
Avantgarde black,Blackened death,Suomi,,
Melodic death,,,,
Black,Thrash,,,
Metalcore,Groove thrash,,,
Gothic,,,,
Black,Doom,,,
Gothenburg,,,,
Symphonic black,,,,
Death doom,Gothic,,,
Industrial,,,,
Glam,Melodic heavy,Hard rock,,
Death,,,,
Black,Post-punk,,,
Black,,,,
Heavy,,,,
Black,,,,
Progressive black,,,,
Progressive,Power,,,
Melodic death,,,,
Thrash,,,,
Black,Folk,,,
Death,,,,
Thrash,,,,
Grindcore,Crust punk,,,
Thrash,Power,,,
Progressive,Djent,Instrumental,,
Doom,Folk,Progressive,,
Hard rock,,,,
Extreme progressive,Industrial,,,
Death,Deathcore,,,
Symphonic power,,,,
Technical death,,,,
Death,,,,
Progressive death,,,,
Heavy,,,,
Power,,,,
Technical death,Brutal death,,,
Doom,Neoclassical power,,,
Death,Doom,Stoner,,
Groove thrash,,,,
Progressive power,,,,
Doom,,,,
Doom,Sludge,,,
Brutal death,Grindcore,,,
Thrash,Metalcore,,,
Grindcore,,,,
Heavy,Hard rock,,,
Psychedelic stoner,,,,
Symphonic power,,,,
Black,,,,
Power,Progressive,,,
Symphonic,,,,
Blackened death,Doom,Gothic death,,
Alternative,Progressive,Post-metal,,
Progressive,,,,
Brutal death,,,,
Post-metal,Black,,,
Speed,Thrash,,,
Melodic death,Gothic,,,
Power,Symphonic,,,
Doom,Sludge,,,
Progressive,,,,
Heavy,Power,,,
Drone doom,,,,
Progressive death,,,,
Black,,,,
Brutal death,,,,
Gothic,,,,
Gothic folk,,,,
Death,Thrash,,,
Melodic progressive,,,,
Hard rock,,,,
Grindcore,,,,
Alternative rock,Sludge,Alternative,Noise,
Black,Death,,,
Post-metal,Sludge,,,
Progressive,Avantgarde,,,
Funeral doom,,,,
Heavy,,,,
Heavy,Doom,,,
Thrash,,,,
Power,,,,
Thrash,Funk rock,,,
Sludge,Hardcore,Blackened sludge,Punk,
Black,,,,
Funeral doom,Doom,,,
Progressive math,Djent,,,
Atmospheric black,Doom,Ambient,Folk,
Alternative,Neofolk,,,
Melodic black,Post-metal,,,
Melodic death,Symphonic,,,
Progressive death,Technical death,,,
Death,,,,
Death,,,,
Black,,,,
Progressive,,,,
Heavy,Country,,,
Death,,,,
Us power,Heavy,,,
Stoner,,,,
Gothic,,,,
Symphonic gothic,,,,
Atmospheric progressive,,,,
Epic doom,,,,
Heavy,,,,
Power,,,,
Medieval folk,,,,
Melodic death,Symphonic,Djent,,
Deathgrind,,,,
Doom,,,,
Atmospheric doom,,,,
Gothenburg,,,,
Gothic,Gothic rock,,,
Stoner,Doom,,,
Progressive death,Gothic,,,
Progressive death,,,,
Black,,,,
Technical death,,,,
Death,Grindcore,,,
Heavy,,,,
Heavy,Power,,,
Folk,,,,
Avantgarde,Symphonic,,,
Black,Doom,,,
Melodic death,Death,,,
Doom,,,,
Post-metal,Sludge,Crust punk,,
Progressive black,Symphonic black,,,
Power,,,,
Black,,,,
Post-metal,Doom,,,
Black,,,,
Power,,,,
Progressive,Power,,,
Symphonic power,,,,
Funeral doom,,,,
Blackened death,Pagan black,,,
Power,Progressive,,,
Hardcore,Metalcore,,,
Hard rock,Glam,,,
Death,,,,
Melodic death,,,,
Black,,,,
Post-metal,,,,
Melodic death,,,,
Gothic doom,Death doom,,,
Power,Thrash,,,
Doom,,,,
Symphonic black,Death,,,
Gothic,Symphonic,,,
Symphonic black,,,,
Death,Grindcore,,,
Death,,,,
Blackened death,Grindcore,,,
Funeral doom,,,,
Heavy,,,,
Us power,Thrash,,,
Black,,,,
Progressive death,Technical death,,,
Symphonic power,,,,
Nu thrash,,,,
Death doom,,,,
Folk,,,,
Symphonic black,,,,
Avantgarde,Gothic,,,
Heavy,,,,
Gothic,,,,
Melodic black,,,,
Thrash,,,,
Deathcore,,,,
Brutal death,,,,
Grindcore,Hardcore,Punk,,
Heavy,,,,
Grindcore,,,,
Melodic black,Symphonic black,,,
Experimental industrial,Avantgarde,,,
Nu,Djent,Rap,,
Heavy,Power,,,
Symphonic power,,,,
Thrash,Speed,,,
Blackened thrash,,,,
Sludge,Noise rock,Post-hardcore,,
Hard rock,,,,
Heavy,Power,,,
Thrash,Us power,,,
Black,,,,
Nu,,,,
Death doom,,,,
Speed,Technical thrash,,,
Doom,Gothic doom,,,
Symphonic power,J-rock,,,
Melodic death,Thrash,,,
Grindcore,,,,
Gothic,Progressive rock,,,
Symphonic,Alternative,,,
Thrash,,,,
Power,,,,
Sludge,Doom,,,
Alternative,,,,
Crust punk,D-beat,,,
Death,,,,
Black,,,,
Symphonic,Ambient,Neoclassical,,
Melodic black,,,,
Drone doom,Doom,Sludge,,
Gothic doom,Death doom,,,
Folk,,,,
Pagan black,,,,
Technical death,,,,
Black,,,,
Black,Death,,,
Symphonic black,,,,
Death 'n' roll,,,,
Doom,,,,
Deathgrind,,,,
Neoclassical power,,,,
Black,,,,
Brutal death,,,,
Heavy,,,,
Death,,,,
Brutal death,,,,
Melodic death,,,,
Brutal death,,,,
Heavy,Us power,,,
Speed,,,,
Experimental black,,,,
Heavy,Power,Progressive,,
Black,,,,
Glam,,,,
Death,,,,
Death,Thrash,,,
Black,,,,
Progressive,Progressive power,,,
Thrash,,,,
Speed,Heavy,Thrash,,
Doom,Stoner,,,
Funeral doom,,,,
Thrash,,,,
Progressive thrash,,,,
Heavy,Crust punk,,,
Experimental black,Ambient noise,,,
Thrash,Melodic death,,,
Progressive,,,,
Melodic death,,,,
Doom,Hard rock,,,
Black,Grindcore,Metalcore,,
Doom,,,,
Technical death,,,,
Thrash,,,,
Us power,,,,
Death,Thrash,Grindcore,,
Melodic death,Thrash,,,
Black,,,,
Djent,Progressive,Progressive rock,,
Black,,,,
Death,,,,
Death,,,,
Avantgarde black,,,,
Extreme symphonic,,,,
Power,Symphonic,,,
Crust punk,,,,
Progressive,Jazz fusion,,,
Black,Crust punk,,,
Heavy,Power,,,
Death,Thrash,,,
Depressive black,Doom,,,
Death doom,,,,
Progressive power,,,,
Progressive math,,,,
Gothic,,,,
Symphonic black,Death,,,
Gothic,Symphonic,,,
Speed,,,,
Deathcore,,,,
Melodic death,Folk,,,
Thrash,,,,
Death,,,,
Thrash,Heavy,,,
Gothic,Symphonic,,,
Progressive,,,,
Atmospheric black,Post-metal,,,
Power,,,,
Experimental black,,,,
Atmospheric black,,,,
Death,Atmospheric doom,,,
Psychedelic doom,Drone,,,
Melodic black,,,,
Progressive,,,,
Black,Doom,Sludge,,
Black,Doom,,,
Epic doom,,,,
Pagan folk,,,,
Stoner rock,Doom,Stoner,,
Progressive,Stoner,,,
Death,,,,
Black,,,,
Black,Doom,,,
Progressive,,,,
Black,Celtic folk,,,
Power,,,,
Death,,,,
Hardcore,Metalcore,,,
Thrash,,,,
Melodic death,Thrash,,,
Brutal death,,,,
Black,,,,
Celtic black,Pagan black,,,
Progressive,,,,
Brutal death,,,,
Black,Doom,,,
Melodic heavy,,,,
Gothic,Death doom,,,
Brutal death,Technical death,,,
Atmospheric black,Folk,,,
Doom,Heavy,,,
Progressive,,,,
Black,,,,
Black,,,,
Power,,,,
Folk,,,,
Melodic death,Pagan black,,,
Gothic,,,,
Melodic death,,,,
New wave of british heavy,Heavy,,,
Doom,Gothic,,,
Symphonic progressive,,,,
Power,Symphonic,Heavy,Progressive,
Sludge,Drone doom,,,
Grindcore,,,,
Depressive black,,,,
Progressive,Progressive rock,,,
Technical death,Technical thrash,,,
Death,Doom,,,
Technical grindcore,,,,
Thrash,,,,
Gothic doom,,,,
Pagan folk,,,,
Death,,,,
Melodic power,Gothic,,,
Atmospheric doom,,,,
Experimental death,Progressive death,,,
Death,,,,
Symphonic,,,,
Black,,,,
Industrial,Comedy rock,,,
Us power,Progressive,,,
Death,Grindcore,,,
Death,,,,
Symphonic folk,,,,
Symphonic,,,,
Heavy,Progressive rock,,,
Symphonic black,Extreme power,,,
Power,,,,
Black,Thrash,,,
Symphonic power,,,,
Thrash,Brutal death,,,
Black,Death,,,
Progressive,Power,,,
Us heavy,Power,,,
Grindcore,,,,
Heavy,,,,
Heavy,,,,
Black,,,,
Progressive death,,,,
Brutal death,,,,
Psychedelic sludge,Drone,,,
Pagan black,,,,
Heavy,Power,,,
Symphonic power,,,,
Post-rock,Post-metal,,,
Technical death,,,,
Progressive,,,,
Industrial thrash,Avantgarde,,,
Death,,,,
Avantgarde,Black,,,
Gothic,Metalcore,,,
Doom,Sludge,Hardcore,Black,
Technical thrash,,,,
Melodic death,Progressive,,,
Power,,,,
Death doom,Neoclassical,,,
Melodic death,Extreme folk,,,
Metalcore,,,,
Viking folk,,,,
Avantgarde,Depressive black,,,
Death,,,,
Death,,,,
Hard rock,Heavy,,,
Metalcore,Hardcore,,,
Viking black,,,,
Heavy,,,,
Death,Thrash,,,
Melodic death,,,,
Melodic black,,,,
Symphonic power,,,,
Doom,Death,,,
Alternative,,,,
Post-metal,Sludge,,,
Melodic metalcore,,,,
Heavy,Power,,,
Doom,,,,
Death,,,,
Hard rock,Heavy,Power,,
Viking black,,,,
Pagan folk,Black,,,
Melodic heavy,Hard rock,,,
New wave of british heavy,Heavy,,,
Brutal death,,,,
Pagan black,,,,
Blackened doom,,,,
Gothic,Black,,,
Progressive,,,,
Black,,,,
Grindcore,Hardcore,Punk,,
Ambient black,Shoegaze,Drone doom,,Post-rock
Death,Thrash,,,
Symphonic black,,,,
Math,Metalcore,,,
Heavy,Power,,,
Black,,,,
Power,,,,
Heavy,,,,
Funeral doom,,,,
Industrial,,,,
Melodic death,,,,
Gothic doom,,,,
Blackened death,,,,
Melodic power,,,,
Power,,,,
Heavy,Power,Folk,,
Melodic death,,,,
Progressive power,,,,
Black,Death,,,
Thrash,,,,
Black,,,,
Power,Speed,,,
Heavy,,,,
Brutal death,,,,
Progressive,Post-rock,,,
Doom,,,,
Melodic black,,,,
Pagan black,,,,
Heavy,Us power,,,
Melodic death,,,,
Black,,,,
Death,,,,
Gothenburg,Progressive,,,
Atmospheric black,,,,
Black,,,,
Stoner,,,,
Brutal death,,,,
Brutal death,,,,
Grindcore,,,,
Ambient black,Doom,,,
Metalcore,,,,
Black,Post-metal,Crust punk,,
Heavy,Power,,,
Melodic heavy,,,,
Progressive hard rock,,,,
Death,,,,
Sludge,,,,
Power,,,,
Math,Metalcore,,,
Black,Doom,,,
Us power,,,,
Death,,,,
Thrash,,,,
Death,,,,
Grindcore,,,,
Nu,,,,
Death,,,,
Gothenburg,,,,
Progressive,,,,
Melodic death,,,,
Melodic black,Death,Thrash,,
Atmospheric black,,,,
Hard rock,Power,,,
Groove thrash,,,,
Black,,,,
Death,,,,
Melodic death,,,,
Death,,,,
Death,,,,
Gothic,,,,
Brutal death,Grindcore,,,
Doom,Psychedelic rock,,,
Black,,,,
Power,,,,
Melodic death,,,,
Sludge,,,,
Progressive power,,,,
Melodic death,,,,
Progressive,Symphonic,,,
Symphonic death,,,,
Doom,Sludge,,,
Thrash,,,,
Pagan folk,,,,
Death,,,,
Black,,,,
Atmospheric black,,,,
Grindcore,,,,
Death,Heavy,,,
Industrial folk,,,,
Progressive death,Technical death,,,
Viking folk,,,,
Atmospheric gothic,Pagan folk,,,
Extreme progressive,,,,
Black,,,,
Doom,Blackened sludge,,,
Groove thrash,,,,
Black,,,,
Black,,,,
Black,,,,
Black,Thrash,Technical thrash,,
Death,,,,
Atmospheric black,Post-metal,,,
Doom,Sludge,,,
Heavy,,,,
Progressive,,,,
Death,,,,
Post-metal,Progressive,,,
Death,,,,
Gothic,,,,
Death,Grindcore,,,
Heavy,Us power,,,
Heavy,New wave of british heavy,,,
Death,Thrash,,,
Black,Speed,,,
Depressive black,,,,
Melodic power,,,,
Psychedelic doom,,,,
Black,,,,
Hard rock,Heavy,,,
Speed,Power,,,
Death,Gothic,,,
Depressive black,Atmospheric black,,,
Melodic death,,,,
Melodic death,,,,
Stoner,Sludge,,,
Heavy,,,,
Death,Grindcore,Sludge,,
Post-metal,Sludge,,,
Atmospheric black,Post-metal,,,
Melodic death,Thrash,,,
Depressive heavy,,,,
Depressive black,,,,
Black,Folk,,,
Black,Folk,,,
Black,Trip-Hop,,Ambient,
Folk,Pagan black,,,
Atmospheric black,Psychedelic rock,,,
Black,,,,
Technical death,,,,
Doom,,,,
Black,Folk,,,
Us power,,,,
Black,,,,
Technical death,,,,
Heavy,,,,
Industrial,,,,
Black,,,,
Avantgarde black,Death,,,
Black,Death,Thrash,,
Stoner,,,,
Thrash,,,,
Power,,,,
Sludge,Hardcore,,,
Gothic,Gothic rock,,,
Symphonic gothic,,,,
Progressive instrumental,,,,
Death,Doom,,,
Symphonic power,,,,
Death,,,,
Death,,,,
Power,Doom,,,
Heavy,Power,,,
Avantgarde black,Death,,,
Death,,,,
Heavy,,,,
Death,,,,
Black,Neofolk,,,
Blackened sludge,,,,
Black,Death,,,
Death,Doom,,,
Doom,Gothic,,,
Funeral doom,,,,
Doom,,,,
Extreme progressive,,,,
Progressive symphonic,,,,
Industrial black,,,,
Progressive,Metalcore,,,
Depressive black,,,,
Hard rock,Progressive rock,,,
Experimental folk,,,,
Heavy,Power,,,
Progressive,,,,
Death,,,,
Atmospheric black,,,,
Black,,,,
Gothic,,,,
Black,Symphonic folk,Celtic death,,
Melodic power,Folk,,,
Brutal death,Deathcore,,,
Alternative,,,,
Gothic,,,,
Experimental death,Cybergrind,,,
Folk,,,,
Heavy,Doom,,,
Doom,,,,
Gothenburg,,,,
Industrial,Post-metal,Progressive,,
Extreme avantgarde,,,,
Technical death,,,,
Technical deathcore,,,,
Death,,,,
Doom,Heavy,,,
Melodic thrash,,,,
Death doom,Stoner,,,
Melodic black,,,,
Doom,,,,
Depressive black,,,,
Symphonic black,Thrash,,,
Power,,,,
Melodic black,Doom,,,
Symphonic power,,,,
Speed,Thrash,,,
Thrash,Blackened death,,,
Industrial doom,Drone,,,
Industrial death,Drone,,,
Melodic black,Progressive black,,,
Black,,,,
Progressive,,,,
Atmospheric black,Progressive black,,,
Doom,,,,
Industrial black,,,,
Black,Death,,,
Doom,,,,
Progressive black,,,,
Death,,,,
Melodic death,,,,
Heavy,Power,,,
Thrash,Death,,,
Doom,Sludge,,,
Black,,,,
Technical death,Progressive,Instrumental,,
Progressive,,,,
Brutal death,,,,
Death,Grindcore,,,
Gothic,,,,
Black,,,,
Death,,,,
Speed,Thrash,,,
Progressive,,,,
Death,Deathcore,,,
Black,,,,
Extreme gothic,Melodic death,Black,Thrash,
Thrash,Death,,,
Gothic doom,,,,
Death,,,,
Black,Doom,,,
Black,Post-metal,Hardcore,,
Black,Death,,,
Extreme progressive,,,,
Death,,,,
Progressive sludge,,,,
Death doom,Gothic doom,Progressive doom,,
Suomi,,,,
Death,,,,
Death,Black,Technical black,,
Symphonic power,,,,
Progressive heavy,,,,
Depressive black,,,,
Progressive,,,,
Death,,,,
Funeral doom,,,,
Black,,,,
Power,,,,
Industrial,Gothic,,,
Progressive,,,,
Hardcore,Metalcore,Punk,,
Death doom,,,,
Death doom,Melodic death,,,
Black,,,,
Black,Death,,,
Black,,,,
Melodic death,Doom,,,
Psychedelic doom,Stoner,,,
Progressive,Power,,,
Brutal death,,,,
Depressive black,,,,
Black,Death,,,
Gothic,Suomi,,,
Heavy,,,,
Symphonic power,,,,
Death,,,,
Heavy,,,,
Black,,,,
Melodic death,Progressive,,,
Black,,,,
Progressive doom,,,,
Melodic death,Thrash,Brutal death,,
Sludge,,,,
Black,,,,
Thrash,,,,
Doom,Sludge,,,
Sludge,Stoner,,,
Brutal death,Technical death,,,
Death,Thrash,,,
Power,,,,
Progressive thrash,Technical death,,,
Progressive,,,,
Brutal death,Grindcore,,,
Death,,,,
Symphonic power,,,,
Brutal death,,,,
Glam,Heavy,,,
Black,,,,
Death,,,,
Brutal death,Technical death,,,
Us power,,,,
Heavy,,,,
Nu,Alternative rock,,,
Death,,,,
Death,Symphonic,,,
Depressive black,,,,
Heavy,Power,,,
Progressive,Instrumental,,,
Black,,,,
Progressive,Instrumental,,,
Black,,,,
New wave of british heavy,Heavy,,,
Black,,,,
Black,,,,
Death doom,Gothic,,,
Atmospheric black,,,,
Heavy,Glam,,,
Industrial death,,,,
Atmospheric black,Depressive black,,,
Doom,Sludge,,,
Gothic,Progressive,,,
Power,,,,
Death,,,,
Atmospheric black,,,,
Black,,,,
Progressive thrash,,,,
Symphonic power,,,,
Us power,,,,
Brutal death,Technical death,,,
Power,Thrash,,,
Black,,,,
Symphonic power,,,,
Extreme progressive,,,,
Black,,,,
Progressive death,,,,
Doom,Black,,,
Nu,,,,
Black,Thrash,,,
Technical death,Brutal death,,,
Thrash,Progressive,Heavy,Us power,
Progressive power,,,,
Sludge,,,,
Heavy,Extreme power,Power,,
Heavy,Us power,,,
Black,,,,
Blackened death,Thrash,,,
Ambient,Doom,Electronica,Experimental,Industrial
Death,Doom,,,
Doom,,,,
Atmospheric black,,,,
Doom,,,,
Melodic death,,,,
Atmospheric black,,,,
Death doom,Gothic,,,
Death,,,,
Stoner,Doom,,,
Melodic death,Metalcore,,,
Symphonic,,,,
Black,,,,
New wave of british heavy,Heavy,,,
Heavy,Melodic death,,,
Doom,,,,
Atmospheric black,,,,
Symphonic death,Doom,Death,,
Melodic death,Thrash,,,
Black,Post-metal,,,
Hard rock,,,,
Black,,,,
Melodic death,Thrash,,,
Death,,,,
Blackened sludge,Hardcore,,,
Heavy,,,,
Death,,,,
Gothic doom,Folk,,,
Black,Death,,,
Nu,Industrial,,,
Pagan black,Celtic folk,,,
Sludge,,,,
Punk rock,Death doom,,,
Black,,,,
Death,Groove thrash,Sludge,Stoner,
Gothic,,,,
Death,Blackened thrash,,,
Heavy,,,,
Death,,,,
Black,,,,
Blackened doom,Folk,,,
Black,Doom,,,
Pagan black,,,,
Doom,Stoner,,,
Death,Gothic doom,,,
Black,,,,
Doom,,,,
Death,Funeral doom,,,
Deathgrind,,,,
Progressive,Djent,Instrumental,,
Heavy,,,,
Doom,Stoner,,,
Heavy,,,,
Black,,,,
Atmospheric black,,,,
Ambient black,,,,
Thrash,,,,
Melodic death,Doom,,,
Doom,Sludge,,,
Heavy,Alternative,,,
Atmospheric black,Instrumental,,,,
Technical progressive,Instrumental,Shred,,
Blackened grindcore,,,,
Technical death,,,,
Atmospheric black,Ambient,,,
Black,Folk,,,
Death,Thrash,,,
Grindcore,,,,
Melodic black,Pagan black,,,
Progressive,Symphonic,,,
Atmospheric black,,,,
Heavy,,,,
Alternative,Progressive,,,
Atmospheric doom,Symphonic doom,Atmospheric progressive,,
Gothic,Folk,,,
Thrash,Death,,,
Death doom,,,,
Symphonic,Gothic,,,
Black,Thrash,,,
Heavy,Power,,,
Ambient black,,,,
New wave of british heavy,Heavy,,,
Black,,,,
Blackened death,,,,
Black,,,,
Melodic death,,,,
Drone doom,Sludge,,,
Post-metal,Sludge,Hardcore,,
Brutal death,Technical death,,,
Death,,,,
Progressive,,,,
Melodic death,,,,
Pagan folk,,,,
Alternative,Gothic,,,
Death,,,,
Melodic heavy,Progressive,,,
Hardcore,Metalcore,Punk,,
Grindcore,,,,
Black,Thrash,,,
Power,Viking folk,,,
Melodic death,,,,
Industrial black,,,,
Power,,,,
Death,,,,
Industrial black,,,,
Doom,Blackened sludge,,,
Black,,,,
Gothic doom,,,,
Heavy,Power,,,
Death doom,,,,
Death,,,,
Black,Acoustic folk,Neofolk,,
Technical death,,,,
Black,Atmospheric doom,,,
Us power,,,,
Hardcore,Noise,,,
Death,,,,
Progressive,,,,
Melodic death,,,,
Brutal death,,,,
Black,,,,
Folk,Speed,,,
Depressive black,Atmospheric black,,,
Folk,,,,
Black,,,,
Heavy,,,,
Doom,,,,
Death,Thrash,Progressive death,,
Thrash,,,,
Death,,,,
Heavy,,,,
